PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP CODE,PRICE,BEDS,BATHS,SQ. FT,YEAR BUILT
Condo/Co-op,3911 Doc Berlin Dr #17,Silver Spring,MD,20906,379900,2,2,1152,2017
Condo/Co-op,2701 Hume Unit PP4,Silver Spring,MD,20910,649900,2,2.5,1561,2020
Condo/Co-op,1220 Blair Mill Rd #709,Silver Spring,MD,20910,290000,2,1,1020,1968
Single Family Residential,620 Mississippi Ave,Silver Spring,MD,20910,1450000,5,3.5,4200,2023
Condo/Co-op,1220 Blair Mill Rd #1409,Silver Spring,MD,20910,295000,2,1,1020,2006
Condo/Co-op,8830 Piney Branch Rd #901,Silver Spring,MD,20903,195000,3,2,1409,1971
Single Family Residential,909 Maplewood Ave,Takoma Park,MD,20912,525000,3,2,864,1933
Single Family Residential,8009 Takoma Ave,Silver Spring,MD,20910,684900,3,1.5,1680,1913
Condo/Co-op,8830 Piney Branch Rd #511,Silver Spring,MD,20903,170000,3,2,1452,1971
Condo/Co-op,2114 Bonnywood Ln #301,Silver Spring,MD,20902,239000,2,1.5,1047,1969
Single Family Residential,14208 Bennett Rd,Silver Spring,MD,20906,995000,5,4.5,3000,2024
Single Family Residential,11555 Michale Ct,Silver Spring,MD,20904,1450000,6,5,5606,1961
Single Family Residential,9507 Garwood St,Silver Spring,MD,20901,899000,4,2.5,2695,2023
Condo/Co-op,8830 Piney Branch Rd #612,Silver Spring,MD,20903,175000,3,2,1442,1971
Single Family Residential,12030 Valleywood Dr,Silver Spring,MD,20902,524999,5,4,2790,1958
Condo/Co-op,7915 Eastern Ave #610,Silver Spring,MD,20910,400000,2,2,1062,1965
Single Family Residential,4341 Southern Ave,Capitol Heights,MD,20743,150000,1,1,700,1916
Townhouse,2304 Woodbark Ln,Suitland,MD,20746,395000,3,2.5,1372,1995
Single Family Residential,708 60th Ave,Fairmount Heights,MD,20743,550000,4,2.5,1980,2023
Single Family Residential,5412 Sargent Rd,Hyattsville,MD,20782,659990,5,2.5,2832,1922
Townhouse,743 N Kenwood Ave,Baltimore,MD,21205,220000,3,2,118,1915
Townhouse,3202 Toone St,Baltimore,MD,21224,599900,3,3.5,2146,2002
Single Family Residential,6414 Fairdel Ave,Baltimore,MD,21206,449000,6,3,2640,1965
Townhouse,1106 S Bouldin St,Baltimore,MD,21224,315000,2,2,1478,1920
Condo/Co-op,675 President St #1709,Baltimore,MD,21202,480000,2,2,1428,2006
Townhouse,920 E Lombard St #811,Baltimore,MD,21202,265000,2,2,1370,2005
Townhouse,4507 Foster Ave,Baltimore,MD,21224,309900,2,2,1376,2013
Townhouse,212 S Wolfe St,Baltimore,MD,21231,395000,3,3.5,1746,1900
Townhouse,1705 Hollins St,Baltimore,MD,21223,344900,3,3.5,2754,1870
Townhouse,3047 Frisby St,Baltimore,MD,21218,125000,3,1,1056,1928
Townhouse,790 Linnard St,Baltimore,MD,21229,175000,3,1.5,1088,1930
Townhouse,1336 S Hanover St,Baltimore,MD,21230,529900,4,4.5,3118,1898
Townhouse,1633 Malvern St,Baltimore,MD,21224,195000,3,1,1260,1954
Townhouse,133 S Central Ave,Baltimore,MD,21202,250000,3,2.5,1158,1860
Multi-Family (2-4 Unit),3603 W Forest Park Ave,Baltimore,MD,21216,379900,7,3,3064,1920
Townhouse,37 N Linwood Ave,Baltimore,MD,21224,339000,3,3,1822,1920
Townhouse,2409 Druid Hill Ave,Baltimore,MD,21217,40000,4,3,1092,1900
Townhouse,419 E Gittings St E,Baltimore,MD,21230,599900,3,3.5,2420,1885
Townhouse,3406 Gwynns Falls Pkwy,Baltimore,MD,21216,264900,5,2.5,1656,1926
Single Family Residential,6308 Beechwood Rd,Idlewylde,MD,21239,274900,4,2.5,1044,1928
Single Family Residential,2808 Allendale Rd,Baltimore,MD,21216,230000,3,1.5,1668,1925
Single Family Residential,152 S Monastery Ave,Baltimore,MD,21229,189900,3,2.5,1776,1915
Townhouse,3908 Emmart Ave,Baltimore,MD,21215,230000,3,1.5,1600,1954
Townhouse,2201 E Lombard St,Baltimore,MD,21231,325000,3,2.5,1972,1910
Townhouse,1105 Myrtle Ave,Baltimore,MD,21201,279900,4,2,1980,1920
Townhouse,6114 Buckingham Manor Dr,Baltimore,MD,21210,550000,3,3.5,2536,1978
Townhouse,1946 W Lafayette Ave,Baltimore,MD,21217,55000,3,1,1200,1920
Townhouse,3803 Brooklyn Ave,Brooklyn,MD,21225,149900,3,1,1080,1938
Single Family Residential,3501 Frankford Ave,Baltimore,MD,21214,257500,2,1,1125,1925
Single Family Residential,5913 Highgate Dr,Baltimore,MD,21215,200000,2,1.5,1242,1927
Townhouse,1026 Wilmington Ave,Baltimore,MD,21223,114900,3,2.5,1216,1943
Townhouse,800 E 33rd St,Baltimore,MD,21218,329000,5,3,1714,1924
Single Family Residential,6501 Fairdel Ave,Baltimore,MD,21206,300000,3,3.5,1916,1901
Townhouse,2431 W Mosher St,Baltimore,MD,21216,125000,3,2,1500,1927
Townhouse,1517 W Lombard St,Baltimore,MD,21223,400000,4,4,2512,1856
Townhouse,4139 Mountwood Rd,Baltimore,MD,21229,259900,4,2,1180,1949
Single Family Residential,2731 Chesley Ave,Baltimore,MD,21234,166400,4,2.5,2126,1955
Single Family Residential,231 Mallow Hill Rd,Baltimore,MD,21229,459999,4,3.5,1800,1920
Townhouse,2428 Eutaw Pl,Baltimore,MD,21217,349999,6,3.5,5424,1907
Single Family Residential,2710 Smith Ave,Baltimore,MD,21209,450000,3,2,1802,1957
Single Family Residential,1401 Gardman Ave,Baltimore,MD,21209,300000,3,1.5,1394,1965
Townhouse,1627 Inverness Ave,Baltimore,MD,21230,120000,2,1,840,1952
Townhouse,1921 Saint Paul St,Baltimore,MD,21218,350000,4,2,3050,1889
Single Family Residential,2908 Pinewood Ave,Baltimore,MD,21214,165000,4,2,1674,1925
Townhouse,1427 Washington Blvd,Baltimore,MD,21230,144900,2,2,1368,1900
Single Family Residential,1137 Patapsco,Baltimore,MD,21225,190000,3,1,576,1991
Townhouse,5400 Ready Ave,Baltimore,MD,21212,149999,2,2,1708,1925
Single Family Residential,4101 Harris Ave,Baltimore,MD,21206,175000,9,4,3403,1924
Townhouse,1808 30th St,Baltimore,MD,21218,94999,3,1,1372,1923
Townhouse,2407 Westport St,Baltimore,MD,21230,25000,2,1,950,1926
Condo/Co-op,6830-B Hayley Ridge Way Unit B,Baltimore,MD,21209,235000,2,2,1349,1991
Single Family Residential,220 Longwood Rd,Baltimore,MD,21210,1290000,6,4.5,2795,1910
Townhouse,3628 Paine St,Baltimore,MD,21211,375000,3,2,1402,1880
Townhouse,1635 Inverness Ave,Baltimore,MD,21230,130000,2,1,840,1952
Townhouse,2008 Bank St,Baltimore,MD,21231,429999,4,3,2456,2018
Townhouse,430 Rosecroft Ter,Baltimore,MD,21229,205000,4,3.5,1496,1921
Townhouse,241 S Madeira St S,Baltimore,MD,21231,200000,2,1,1102,1911
Townhouse,1410 Hull St,Baltimore,MD,21230,574900,4,3,1620,1875
Single Family Residential,3601 W Forest Park Ave,Baltimore,MD,21216,475000,5,3,3964,1920
Townhouse,3126 Piedmont Ave,Baltimore,MD,21216,270000,4,2,1200,1956
Single Family Residential,6236 The Alameda,Baltimore,MD,21239,400000,4,2,1382,1952
Townhouse,1030 N Bentalou St,Baltimore,MD,21216,259900,5,2,1660,1940
Townhouse,11 S Fulton Ave,Baltimore,MD,21223,314999,4,4.5,3200,1920
Single Family Residential,5701 Carter Ave,Baltimore,MD,21214,185000,4,1.5,1013,1950
Townhouse,412 Mount Holly St,Baltimore,MD,21229,229900,5,2,1328,1921
Townhouse,806 S Luzerne Ave,Baltimore,MD,21224,220000,2,1.5,1242,1920
Single Family Residential,4919 Herring Run Dr,Baltimore,MD,21214,324900,4,2,2016,1948
Single Family Residential,2912 Gibbons Ave,Baltimore,MD,21214,419900,4,3,2238,1926
Single Family Residential,607 Washburn,Brooklyn,MD,21225,310000,4,3,3927,1934
Townhouse,1126 Leadenhall St,Baltimore,MD,21230,325000,3,2.5,1444,1900
Single Family Residential,4907 Edmondson Ave,Baltimore,MD,21229,600000,5,3.5,5317,1923
Single Family Residential,6421 Rosemont Ave,Baltimore,MD,21206,195000,3,1.5,1260,1925
Single Family Residential,4609 Bayonne Ave,Baltimore,MD,21206,285000,3,2,2189,1922
Townhouse,6621 Marne Ave,Baltimore,MD,21224,196500,3,2,2048,1955
Condo/Co-op,1101 Saint Paul St #812,Baltimore,MD,21202,160000,2,2,1349,1965
Townhouse,3743 Saint Victor St,Brooklyn,MD,21225,175000,3,1,810,1943
Townhouse,1210 S Highland Ave,Baltimore,MD,21224,699900,4,5,4100,1920
Condo/Co-op,529 N Charles St #103,Baltimore,MD,21201,174900,1,1,803,1910
Townhouse,2039 Annapolis Rd,Baltimore,MD,21230,30000,3,1,1280,1920
Townhouse,1405 Dukeland St N,Baltimore,MD,21216,100000,2,1,1420,1940
Townhouse,136 Clement St E,Baltimore,MD,21230,374900,2,2.5,1600,1900
Single Family Residential,3217 Round Rd,Brooklyn,MD,21225,360000,6,4,1958,1927
Townhouse,3111 Georgetown Rd,Baltimore,MD,21230,130000,2,1,840,1951
Townhouse,3015 Reese St,Baltimore,MD,21218,75000,3,1,1558,1920
Townhouse,2021 Maryland Ave,Baltimore,MD,21218,640000,7,9,3720,1900
Single Family Residential,6208 Burgess Ave,Baltimore,MD,21214,234900,3,2.5,2176,1952
Townhouse,3807 Boarman Ave,Baltimore,MD,21215,229999,3,1,1249,1920
Townhouse,1000 Hollins St,Baltimore,MD,21223,345000,3,2.5,2120,1920
Townhouse,5740 Jonquil Ave,Baltimore,MD,21215,127000,3,1,1838,1941
Townhouse,1511 N Montford,Baltimore,MD,21213,139000,3,1,1604,1900
Single Family Residential,6305 Eastern Pkwy,Baltimore,MD,21214,349999,4,3,1385,1952
Single Family Residential,820 Evesham Ave,Baltimore,MD,21212,459900,3,3,2005,1929
Townhouse,5404 Morello Rd,Baltimore,MD,21214,199900,3,1,868,1926
Townhouse,3926 Kenyon Ave,Baltimore,MD,21213,179000,2,2,1344,1953
Condo/Co-op,5 W Lee St Unit B,Baltimore,MD,21201,225000,2,2,1033,1984
Townhouse,1306 N Longwood St,Baltimore,MD,21216,220000,3,2.5,1260,1935
Townhouse,3202 Mcelderry St,Baltimore,MD,21205,84999,3,2,1413,1924
Townhouse,2637 Grogan Ave,Baltimore,MD,21213,150000,3,2,1390,1942
Townhouse,15 N Ellwood Ave,Baltimore,MD,21224,290000,3,2,1204,1920
Townhouse,2526 Marbourne Ave,Baltimore,MD,21230,79900,3,1,1024,1958
Townhouse,101 S Monastery Ave,Baltimore,MD,21229,124900,3,1,1512,1925
Townhouse,1926 E 28th St,Baltimore,MD,21218,219900,3,2.5,1200,1918
Townhouse,2630 E Monument St,Baltimore,MD,21205,215000,3,2,1260,1890
Townhouse,319 E Hamburg St,Baltimore,MD,21230,243000,3,1,1526,1900
Townhouse,3545 Keswick Rd,Baltimore,MD,21211,399900,3,3.5,1600,1900
Townhouse,205 Monroe St N,Baltimore,MD,21223,120000,2,2,1200,1920
Townhouse,2207 Monticello Rd,Baltimore,MD,21216,135000,3,2.5,1152,1945
Single Family Residential,5304 Plymouth Rd,Baltimore,MD,21214,189000,3,2,1595,1933
Single Family Residential,3404 Springdale Ave,Baltimore,MD,21216,549999,7,5,4042,1920
Townhouse,984 Dalton,Baltimore,MD,21224,195000,3,1,1144,1958
Townhouse,4116 Eastmont Ave,Baltimore,MD,21213,225000,2,2,1056,1957
Townhouse,7232 Gough St,Baltimore,MD,21224,170000,3,1.5,1015,1954
Townhouse,102 Poppleton St N,Baltimore,MD,21201,250000,6,2,2230,1900
Townhouse,109 S East Ave,Baltimore,MD,21224,429900,4,3.5,2096,1900
Townhouse,342 E University Pkwy,Baltimore,MD,21218,439000,4,3,1809,1910
Townhouse,2305 E Monument St,Baltimore,MD,21205,105000,2,1.5,2072,1900
Condo/Co-op,1 E Chase St #504,Baltimore,MD,21202,130000,1,1,684,1903
Townhouse,4603 Harcourt Rd,Baltimore,MD,21214,289900,3,2,2054,1940
Single Family Residential,5200 Clifton Ave,Baltimore,MD,21207,100000,4,1,885,1945
Townhouse,624 Woodbourne Ave,Baltimore,MD,21212,114900,3,1,1404,1925
Townhouse,3929 Rokeby Rd,Baltimore,MD,21229,120000,3,1,960,1948
Townhouse,5 N Rose St,Baltimore,MD,21224,260000,2,1.5,1116,1920
Townhouse,17 S Regester St,Baltimore,MD,21231,390000,3,3.5,2118,2006
Single Family Residential,5713 Oakshire Rd,Baltimore,MD,21209,350000,3,2,1875,1951
Townhouse,5524 Lynview Ave,Baltimore,MD,21215,225000,3,2.5,1485,1950
Single Family Residential,211 E Melrose Ave,Baltimore,MD,21212,150000,3,3,1722,1929
Townhouse,2211 W Lafayette Ave,Baltimore,MD,21216,125000,3,1,1144,1926
Townhouse,2010 Orleans St,Baltimore,MD,21231,345000,3,2,1716,1900
Townhouse,4 Benkert Ave,Baltimore,MD,21229,215000,4,2,1813,1927
Townhouse,1234 N Decker Ave,Baltimore,MD,21213,187500,2,1,950,1928
Single Family Residential,3907 Walnut Ave,Baltimore,MD,21206,350000,4,2.5,2116,1928
Condo/Co-op,2772 Lighthouse Pt E #306,Baltimore,MD,21224,380000,2,2,1436,2007
Townhouse,1529 N Ellamont St,Baltimore,MD,21216,57000,3,1,1542,1932
Townhouse,503 Saint Patrick Rd,Baltimore,MD,21206,140000,2,1,778,1949
Condo/Co-op,2385 Sundew Ter #2385,Baltimore,MD,21209,209900,3,2,1692,1978
Townhouse,2829 Brendan Ave,Baltimore,MD,21213,253000,4,2,2180,1927
Townhouse,3642 Old York Rd,Baltimore,MD,21218,215000,3,1.5,1152,1935
Single Family Residential,5009 Walther Ave,Baltimore,MD,21214,185000,5,2,1838,1924
Townhouse,610 Harding Pl,Baltimore,MD,21211,205000,2,1,728,1900
Townhouse,3503 Alameda Cir,Baltimore,MD,21218,225000,3,2,1785,1951
Single Family Residential,2802 Woodland Ave,Baltimore,MD,21215,49000,3,1,1215,1947
Townhouse,3327 Piedmont Ave,Baltimore,MD,21216,191745,4,1.5,2057,1926
Townhouse,3936 Dolfield Ave,Baltimore,MD,21215,214900,4,2,1520,1929
Single Family Residential,5810 Gist Ave,Baltimore,MD,21215,429000,7,5,3524,1959
Townhouse,3716 E Pratt St,Baltimore,MD,21224,210000,3,1.5,1235,1922
Townhouse,3516 Parklawn Ave,Baltimore,MD,21213,235000,4,2,1430,1941
Townhouse,2823 Hollins Ferry Rd,Baltimore,MD,21230,63000,3,1,1024,1956
Townhouse,5235 Downing Rd,Baltimore,MD,21212,359900,4,2.5,1976,1999
Townhouse,4112 Fallstaff Rd,Baltimore,MD,21215,180000,3,1.5,1350,1951
Townhouse,723 Belgian Ave,Baltimore,MD,21218,205000,3,1,1220,1910
Townhouse,1529 Northgate Rd,Baltimore,MD,21218,285000,3,3,1804,1941
Single Family Residential,3409 Greenmount Ave,Baltimore,MD,21218,130000,1,1,2086,1920
Townhouse,753 Ramsay St,Baltimore,MD,21230,219900,2,1.5,1148,1900
Townhouse,1218 N Bond St N,Clifton,MD,21213,230000,3,3,1783,1920
Townhouse,5423 Lynview Ave,Baltimore,MD,21215,112500,3,1,1178,1948
Townhouse,2514 Jefferson St,Baltimore,MD,21205,175000,3,1,990,1920
Single Family Residential,3804 Parkside Dr,Baltimore,MD,21206,337500,6,2,1965,1924
Single Family Residential,2613 Oakley Ave,Baltimore,MD,21215,324900,6,3,2720,1948
Single Family Residential,3306 Bonnie Rd,Pikesville,MD,21208,465000,3,1.5,1612,1956
Townhouse,6946 Clearwind Ct,Baltimore,MD,21209,395000,4,3.5,2596,1985
Townhouse,2327 E Fayette St,Baltimore,MD,21224,325000,3,2.5,1575,1920
Townhouse,1609 Spruce St,Baltimore City,MD,21226,127000,2,2,1236,1943
Townhouse,623 S Wickham Rd,Baltimore,MD,21229,99500,3,1,1258,1961
Townhouse,3744 Elmley Ave,Baltimore,MD,21213,174900,3,1,1056,1949
Townhouse,408 E Fort Ave,Baltimore,MD,21230,469000,3,3.5,1882,1900
Townhouse,1228 W Ostend St,Baltimore,MD,21230,95000,3,1,768,1898
Condo/Co-op,23 Pierside Dr #425,Baltimore,MD,21230,214998,1,1,715,2002
Townhouse,5528 Nome Ave,Baltimore,MD,21215,150000,2,1,868,1950
Single Family Residential,2507 Talbot Rd,Baltimore,MD,21216,389900,9,7,6921,1955
Townhouse,4015 6th St,Brooklyn,MD,21225,240000,4,2,952,1940
Townhouse,1431 Filbert,Baltimore City,MD,21226,49900,6,3,1628,1944
Single Family Residential,2718 Inglewood,Baltimore,MD,21234,365000,4,2.5,1500,1936
Single Family Residential,6017 Sefton Ave,Baltimore,MD,21214,250000,6,4,2939,1927
Townhouse,132 N Linwood Ave,Baltimore,MD,21224,249999,2,2.5,1624,1920
Townhouse,4807 Melbourne Rd,Baltimore,MD,21229,205000,3,1.5,1575,1964
Townhouse,3128 Ravenwood Ave,Baltimore,MD,21213,55900,3,1.5,1118,1920
Townhouse,3503 Leverton Ave,Baltimore,MD,21224,147000,3,2,1316,1922
Townhouse,5512 Silverbell Rd,Baltimore,MD,21206,119500,3,1,1152,1960
Townhouse,3610 10th St,Brooklyn,MD,21225,89000,2,1,810,1943
Townhouse,2841 Mayfield Ave,Baltimore,MD,21213,165000,3,2,1140,1925
Townhouse,317 N Monastery Ave,Baltimore,MD,21229,175000,3,2.5,1080,1929
Townhouse,414 E Biddle St,Baltimore,MD,21202,325000,3,2.5,1638,1920
Townhouse,1331 Sargeant St,Baltimore,MD,21223,50000,2,1,888,1900
Single Family Residential,1701 Spence St,Baltimore,MD,21230,450000,4,2.5,2600,1920
Townhouse,229 S Robinson St,Baltimore,MD,21224,460000,4,3,1032,1906
Townhouse,1113 Sargeant St,Baltimore,MD,21223,189990,2,2,1332,1900
Single Family Residential,6724 Chokeberry Rd,Baltimore,MD,21209,699000,4,3,3958,1958
Townhouse,3321 Elm Ave,Baltimore,MD,21211,229900,2,2,672,1900
Townhouse,1005 Light St,Baltimore,MD,21230,399000,3,2,1650,1840
Townhouse,522 Beaumont Ave,Baltimore,MD,21212,129900,3,1,1140,1930
Townhouse,2208 Bryant Ave,Baltimore,MD,21217,125000,6,3,2325,1920
Townhouse,1808 Winford Rd,Baltimore,MD,21239,200000,3,1.5,1280,1953
Townhouse,1335 Sargeant St,Baltimore,MD,21223,110000,2,1,888,1900
Townhouse,1823 N Caroline St,Baltimore,MD,21213,120000,5,2,200,1913
Townhouse,1908 Griffis Ave,Baltimore,MD,21230,115000,3,1,1488,1926
Townhouse,1501 Lochwood Rd,Baltimore,MD,21218,250000,3,1.5,1600,1939
Townhouse,1125 Scott St,Baltimore,MD,21230,330000,4,3.5,1066,1900
Single Family Residential,5112 Richard Ave,Baltimore,MD,21214,370000,7,4,2450,1918
Single Family Residential,3904 Southern Ave,Baltimore,MD,21206,374900,5,4,2100,1924
Townhouse,2813 Windsor Ave,Baltimore,MD,21216,243000,4,2.5,1816,1918
Condo/Co-op,7121 Park Heights Ave #505,Baltimore,MD,21215,185900,2,2,1403,1965
Townhouse,346 Marydell Rd,Baltimore,MD,21229,185000,3,2,1488,1933
Condo/Co-op,23 Pierside Dr #311,Baltimore,MD,21230,175000,1,1,660,2005
Single Family Residential,2518 Moore,Baltimore,MD,21234,198500,3,1,948,1953
Single Family Residential,211 Ridgewood Rd,Baltimore,MD,21210,1100000,5,3.5,3478,1901
Townhouse,22 Ellamont St N,Baltimore,MD,21229,188000,2,1,972,1927
Townhouse,5622 Sagra Rd,Baltimore,MD,21239,220000,3,2,1450,1949
Single Family Residential,4500 White Oak Ave,Baltimore,MD,21215,399000,5,4.5,2907,1935
Condo/Co-op,1101 Saint Paul St #1503,Baltimore,MD,21202,174000,1,1,849,1960
Single Family Residential,6211 Marglenn Ave,Baltimore,MD,21206,299000,3,2,1808,1953
Townhouse,4511 Foster Ave,Baltimore,MD,21224,339900,2,2,1568,2013
Townhouse,1617 Saint Stephens St,Baltimore,MD,21216,145000,3,2.5,1140,1926
Townhouse,2307 Tioga Pkwy,Baltimore,MD,21215,234000,4,1.5,2178,1920
Townhouse,842 Whitmore Ave,Baltimore,MD,21216,185000,4,2.5,1935,1942
Townhouse,3817 Stokes Dr,Baltimore,MD,21229,265000,4,3.5,1452,1948
Townhouse,1641 Chilton St,Baltimore,MD,21218,214999,4,1,1389,1930
Townhouse,1338 Glyndon Ave,Baltimore,MD,21223,204900,3,3,1382,1898
Townhouse,4135 The Alameda,Baltimore,MD,21218,299000,3,2,1602,1954
Townhouse,4111 6th St,Brooklyn,MD,21225,214999,3,2,1140,1942
Townhouse,2200 Poplar Grove St,Baltimore,MD,21216,299999,6,4,2880,1920
Townhouse,6956 Reisterstown Rd,Baltimore,MD,21215,180000,2,1.5,1050,1951
Townhouse,4140 Reisterstown Rd,Baltimore,MD,21215,219000,3,2.5,2150,1920
Single Family Residential,2708 White Ave,Baltimore,MD,21214,249900,3,1.5,1222,1928
Townhouse,323 E 28th St,Baltimore,MD,21218,193500,4,1.5,1734,1914
Condo/Co-op,2511 Eutaw Pl #105,Baltimore,MD,21217,121000,1,1,530,1900
Townhouse,1930 Mcculloh St,Baltimore,MD,21217,399900,4,4.5,2760,1920
Condo/Co-op,2511 Eutaw Pl #407,Baltimore,MD,21217,143000,2,2,992,1900
Townhouse,3803 Hudson St,Baltimore,MD,21224,499900,4,3,1980,1915
Single Family Residential,5303 Midwood Ave,Baltimore,MD,21212,259000,3,2.5,1230,1920
Townhouse,3057 Ascension St,Brooklyn,MD,21225,120000,2,1,756,1945
Townhouse,540 N Linwood Ave,Baltimore,MD,21205,180000,5,2.5,1710,1902
Townhouse,3917 Belle Ave,Baltimore,MD,21215,319000,5,3.5,1584,1923
Single Family Residential,4511 Powell Ave,Baltimore,MD,21206,375000,4,2,1648,1900
Townhouse,1901 E 28th St,Baltimore,MD,21218,179900,3,1.5,1742,1918
Single Family Residential,4425 Wrenwood Ave,Baltimore,MD,21212,259900,3,1.5,1232,1900
Townhouse,1324 W Pratt St,Baltimore,MD,21223,249999,3,1,1396,1880
Townhouse,7360 Park Heights Ave,Pikesville,MD,21208,225000,3,2.5,1749,1968
Single Family Residential,2903 N Loudon Ave,Baltimore,MD,21216,209000,3,1.5,1948,1930
Single Family Residential,4412 Ethland Ave,Baltimore,MD,21207,400000,5,3,3105,1925
Single Family Residential,4026 N Rogers,Baltimore,MD,21207,339900,4,3.5,2200,1918
Single Family Residential,5016 Frankford Ave,Baltimore,MD,21206,350000,5,3.5,2188,1910
Townhouse,434 N Bouldin St,Baltimore,MD,21224,179500,2,2,976,1924
Townhouse,2017 Mckean Ave,Baltimore,MD,21217,125000,3,2,1462,1920
Townhouse,15 E Hamburg St,Baltimore,MD,21230,230000,2,1,897,1900
Single Family Residential,2805 Bauernwood Ave,Baltimore,MD,21234,230000,3,2,1400,1936
Single Family Residential,3739 Gough St,Baltimore,MD,21224,350000,2,1,2140,1920
Townhouse,4619 Marble Hall Rd NE,Baltimore,MD,21239,269999,3,2,1881,1942
Single Family Residential,3310 Southern Ave,Baltimore,MD,21214,50000,3,1.5,1496,1951
Townhouse,4121 Sunnyside Ave,Baltimore,MD,21215,219000,2,2,1545,1950
Townhouse,1004 E Lake Ave,Baltimore,MD,21212,249900,4,2.5,1596,1947
Single Family Residential,5811 Clearspring Rd,Baltimore,MD,21212,369000,4,2,1722,1928
Condo/Co-op,23 Pierside Dr #307,Baltimore,MD,21230,205900,1,1,690,2005
Townhouse,109 N Patterson Park Ave N,Baltimore,MD,21231,315000,2,2.5,1788,1920
Townhouse,2537 Woodbrook Ave,Baltimore,MD,21217,99999,3,2.5,1180,1890
Townhouse,1648 Cliftview Ave,Baltimore,MD,21213,54900,3,1,1040,1920
Townhouse,2913 Windsor Ave,Baltimore,MD,21216,294900,6,4,2538,1911
Townhouse,1020 S Linwood Ave,Baltimore,MD,21224,525000,3,3.5,2300,1900
Condo/Co-op,1809 Snow Meadow Ln #102,Baltimore,MD,21209,139900,1,1,881,1976
Condo/Co-op,11 Suntop Ct Unit T-1,Baltimore,MD,21209,147900,1,1,962,1976
Townhouse,812 N Lakewood Ave N,Baltimore,MD,21205,199900,3,2,1900,1920
Townhouse,4333 Norfolk Ave,Baltimore,MD,21216,210000,4,2,1540,1948
Townhouse,1016 S Bouldin St,Baltimore,MD,21224,289000,2,1.5,1248,1920
Single Family Residential,1413 N Rosedale St,Baltimore,MD,21216,79900,3,1,1200,1920
Single Family Residential,2406 Kenly Pl,Bowie,MD,20715,525000,4,3,2348,1963
Single Family Residential,2206 Dunrobin Dr,Bowie,MD,20721,689999,7,6.5,2896,2003
Townhouse,1205 Stockport Ct,Bowie,MD,20721,349900,3,2.5,1280,1992
Single Family Residential,13003 Contee Manor Rd,Bowie,MD,20721,1250000,5,5.5,8204,2014
Townhouse,1715 Bay Berry Ter,Bowie,MD,20721,460000,3,2.5,1600,2000
Townhouse,11206 Southlakes Dr,Bowie,MD,20721,424000,3,2.5,1360,1993
